KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
4:39PM, October 23, 2013, 동권 : 낼 무슨셤?
4:39PM, October 23, 2013, 이소명 : ㅅㅂ 근데 왜 난 셤 봐
4:39PM, October 23, 2013, 이소명 : 논비사
4:39PM, October 23, 2013, 동권 : ㅅㅂ!
4:39PM, October 23, 2013, 동권 : 시원하다
4:39PM, October 23, 2013, 동권 : 낼 수업 다 안하나
4:40PM, October 23, 2013, 이다솔 : 이소명
4:40PM, October 23, 2013, 이다솔 : 논ㅂㅅ
4:40PM, October 23, 2013, 이다솔 : 시험봐?
4:40PM, October 23, 2013, 이소명 : ㅎㅎㅎㅎ ㅇㅇ
4:40PM, October 23, 2013, 동권 : 논ㅂㅅ ㅋㅋㅋㅋㅋ
4:40PM, October 23, 2013, 이소명 : 이다솔 웃기다
4:41PM, October 23, 2013, 이다솔 : 나도알아.
4:41PM, October 23, 2013, 이소명 : (sarcasm)
4:41PM, October 23, 2013, 이소명 : 이것도 아냐?
4:41PM, October 23, 2013, 이소명 : ㅎㅎ 빨리 금욜 되서 마녀사냥이나 보고 싶다
4:41PM, October 23, 2013, 이다솔 : 나돜ㅋㅋㅋㅋ
4:42PM, October 23, 2013, 이소명 : 나와 후드의 싸움
5:12PM, October 23, 2013, 노승은 : 마녀사냥 그거 야한거잖아
5:14PM, October 23, 2013, 이소명 : ㅇㅇ
5:24PM, October 23, 2013, 노승은 : 소명이변태네
5:53PM, October 23, 2013, 동권 : 이제앎?ㅋㅋㅋ
6:02PM, October 23, 2013, 이현제 : ㅎㅎㅎㅎㅎㅎㅎㅎ
6:12PM, October 23, 2013, 이현제 : 변태라니까 던질 만한 떡밥이 떠오르긴 했는데 명예 훼손의 소지가 있...
6:52PM, October 23, 2013, 이소명 : 뭐래
6:53PM, October 23, 2013, 노승은 : 야한거보면 변태
마녀사냥은 야한거
소명인 마녀사냥봄
결론은
6:54PM, October 23, 2013, 은진수 cls 10 : 아주 논리적인데
6:55PM, October 23, 2013, 이소명 : 그런 야한게 아니자나 ㅋㅋㅋㅋㅋㅋㅋ
6:55PM, October 23, 2013, 이소명 : 마녀사냥이 야동도 아니고
6:59PM, October 23, 2013, 오성민 : 변태인게 부끄러운거야?
7:00PM, October 23, 2013, 이소명 : (이모티콘_Muzi and Friends)
7:51PM, October 23, 2013, 동권 : 그냥 받아들이면 편한것을...ㅋㅋ
7:56PM, October 23, 2013, 오성민 : 근데 낼 자율학습일인ㄷ
7:56PM, October 23, 2013, 오성민 : 전전회랑 컴프는 둘다 쉅 함?
7:57PM, October 23, 2013, 이현제 : 전전회는 과제를 내일 걷는데 수업을 안 하는 게 이상하지 않을까요...
7:57PM, October 23, 2013, 이현제 : 망할...ㅠ
7:57PM, October 23, 2013, 오성민 : 맏네
8:00PM, October 23, 2013, 이다솔 : 컴프수업해요ㅠㅠ?
8:00PM, October 23, 2013, 이다솔 : 아진짜싫다
8:19PM, October 23, 2013, 유경인 : 자율학습일에 수업안하는거본적잇음?
8:19PM, October 23, 2013, 이다솔 : 본적잇음
8:19PM, October 23, 2013, 유경인 : 난한번잇는데
8:20PM, October 23, 2013, 유경인 : ㅎㅎ
8:27PM, October 23, 2013, 오성민 : 본적있음
10:28PM, October 23, 2013, 이소명 : 리눅스에서는 exp 왜 안 되요??
10:28PM, October 23, 2013, 이소명 : 이거 말고 지수 하는 방법좀...... 이거 12시 전에 보내야하는데... 
10:38PM, October 23, 2013, 정형식프원 : Math. h 에 pow라고 있는데
10:38PM, October 23, 2013, 정형식프원 : gcc로 그냥 해야되니까 못쓸듯 ㅜㅜ
10:42PM, October 23, 2013, 이소명 : gcc 에다가 -lm 하면 링크 되는데... ㅠ 조교가 받아줄까 ㅠㅠㅠ
10:43PM, October 23, 2013, 이소명 : 아 근데 이제 firezilla 가 martini 에 연결 못 함
10:52PM, October 23, 2013, 오성민 : 야근데
10:52PM, October 23, 2013, 오성민 : 전전회
10:52PM, October 23, 2013, 오성민 : 숙제
10:52PM, October 23, 2013, 오성민 : 대체어케하는거임
10:52PM, October 23, 2013, 오성민 : 4.11에 d번 못하겟네
10:52PM, October 23, 2013, 오성민 : 뭔말인지 모르겠다
10:53PM, October 23, 2013, 이다솔 : 그럼 math.h 쓰면 안되는거에요?!
10:53PM, October 23, 2013, 이다솔 : pow썼는데..
11:08PM, October 23, 2013, 유경인 : 어차피 정수^정순데
11:08PM, October 23, 2013, 유경인 : 포문돌려서 만들어ㅋㅋ
11:09PM, October 23, 2013, 이소명 : 귀찮아. .. 그리고 1시간 남았는데..... 내일 셤 공부 시작도 안 했는데 .. 자고 싶다 ㅠ

2:39PM, October 25, 2013
2:39PM, October 25, 2013, 전민영 cls11이조 : vote.snu.ac.kr
에서 서울대학교 전자투표 모의 선거인단에 지원해주세요~ 총학선거 이전에 기능 점검을 위한 모의선거입니다! 많은 분들이 해주셔야 제대로 테스트가 됩니다ㅠㅠ 폰으로도 되구요~ 투표 주제는 '관악 명강의'입니다!~ 모의선거는 오늘 선거인단을 모집하여 토요일, 일요일 양일간 개최됩니다~!!
2:40PM, October 25, 2013, 전민영 cls11이조 : vote.snu.ac.kr
에서 서울대학교 전자투표 모의 선거인단에 지원해주세요~ 총학선거 이전에 기능 점검을 위한 모의선거입니다! 많은 분들이 해주셔야 제대로 테스트가 됩니다ㅠㅠ 폰으로도 되구요~ 투표 주제는 '관악 명강의'입니다!~ 모의선거는 오늘 선거인단을 모집하여 토요일, 일요일 양일간 개최됩니다~!!
궁금한 점은 저에게 물어보시거나 3votepeople@gmail.com으로 메일 주시면 감사하겠습니다.

9:31PM, October 26, 2013
9:31PM, October 26, 2013, 오성민 : 2013 NIKE WE RUN SEOUL 10K 온라인 선착순 등록이 10월 28일 월요일 오전 10시에 있습니다.
11월 17일 일요일 3시부터 광화문에서 여의도까지 삼만명의 사람들과 함께 신나게 뛰실분들인 신청 대기하세요! 
http://blog.naver.com/thehumanrace/40199588213

1:25PM, October 28, 2013
1:25PM, October 28, 2013, 은진수 cls 10 : 공대에 인쇄할 수 잇는 곳 아시는 분??
1:26PM, October 28, 2013, 이소명 : 그거 등록해야 되는거 어녀?
1:30PM, October 28, 2013, 은진수 cls 10 : 계정? 바쿠스?
1:32PM, October 28, 2013, 정형식프원 : ㅇㅇ 지은창님께 입금하는거
1:32PM, October 28, 2013, 이소명 : 뭐 프린트하는거 등록하는거 있어
1:32PM, October 28, 2013, 이소명 : 프린터기에 가보면 설명되있어
1:32PM, October 28, 2013, 은진수 cls 10 : 그냥 아래서 뽑아 가야겟다 ㅍ
1:32PM, October 28, 2013, 은진수 cls 10 : ㅠ
1:32PM, October 28, 2013, 은진수 cls 10 : 일단
2:04PM, October 28, 2013, 이현제 : 지은창ㅋㅋㅋㅋㅋㅋㅋㅋ
2:05PM, October 28, 2013, 이현제 : 지은상 선생님이셔요
3:30PM, October 28, 2013, 은진수 cls 10 : 호정아 컴구 과제 했어???
3:31PM, October 28, 2013, 동권 : ㅋㅋㅋㅋ 어제 내가 물어본 그대사 그대로물어보네
3:31PM, October 28, 2013, 동권 : 호갓님께선 오늘아침 제출하셨답니다
3:31PM, October 28, 2013, 동권 : 글 내려주세요
3:31PM, October 28, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋ
3:31PM, October 28, 2013, 은진수 cls 10 : 오...
3:31PM, October 28, 2013, 이현제 : 난 오늘 저녁에 내야 할 듯
3:31PM, October 28, 2013, 동권 : 난 내일밤...
3:31PM, October 28, 2013, 이현제 : 파일 다루는 게 너무 어려워
3:31PM, October 28, 2013, 은진수 cls 10 : 나 이제 문제 읽음
3:31PM, October 28, 2013, 동권 : 프언 보물찾다가 노이로제걸림ㅋㅋㅋ
3:32PM, October 28, 2013, 동권 : 종석아 보물 다 찾음?ㅋㅋ
3:32PM, October 28, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ PL 보물찾기 그거 악명이 자자하던게
3:32PM, October 28, 2013, 이현제 : 예전 게시판 찾아보니까
3:32PM, October 28, 2013, 이현제 : 어떤 해의 PL 조교님이
3:32PM, October 28, 2013, 동권 : ㅋㅋㅋ 난 인맥빨로 좋은 소스를 구했...
3:32PM, October 28, 2013, 이현제 : 자기 학부 때
3:32PM, October 28, 2013, 이현제 : 못 냈었댘ㅋㅋㅋㅋ
3:32PM, October 28, 2013, 은진수 cls 10 : ㅋㅋㅋㅋㅋㅋ
3:32PM, October 28, 2013, 은진수 cls 10 : 안심이 된다
3:32PM, October 28, 2013, 동권 : ㅋㅋㅋㅋㅋ 난 그 조교를 뛰어넘겟..?
3:32PM, October 28, 2013, 은진수 cls 10 : 이건 못 푸는게 정상이야
3:33PM, October 28, 2013, 동권 : 형은
3:33PM, October 28, 2013, 동권 : 내가 답 알려줬자나
3:33PM, October 28, 2013, 은진수 cls 10 : 보물따위
3:33PM, October 28, 2013, 동권 : 일단 1,2번이라도 내 ㅋㅋ
3:35PM, October 28, 2013, 은진수 cls 10 : 그래도 오늘은 잘 슈 잇겟네
3:36PM, October 28, 2013, 호정 : 파일그냥
3:36PM, October 28, 2013, 이현제 : 오오오 호정신님 강림
3:36PM, October 28, 2013, 호정 : 어셈블리에서도 fopen fclose fputs fgets fprintf
3:36PM, October 28, 2013, 호정 : 이거 콜해주면 됨
3:37PM, October 28, 2013, 호정 : 스택에 인자 차례의 반대로 저장>call 저 함수들
3:40PM, October 28, 2013, 동권 : 그냥 파일 인아웃도 씨에서 짜고 어셈블하면안대?ㅋㅋ
3:40PM, October 28, 2013, 호정 : ㅋㅋ그러하다
3:40PM, October 28, 2013, 이현제 : 나도 그러려고 했는뎈ㅋㅋ
3:40PM, October 28, 2013, 이현제 : 내가 파일 다루기 어렵다고 한 건
3:41PM, October 28, 2013, 이현제 : 라인바이 라인으로 읽어들이는 게
3:41PM, October 28, 2013, 이현제 : 내 맘대로 안 되더라
3:41PM, October 28, 2013, 동권 : 씨언어에서 그런 명령어 있었던거같...
3:41PM, October 28, 2013, 이현제 : fgets로 해보려고 했는데
3:41PM, October 28, 2013, 이현제 : 문제사
3:41PM, October 28, 2013, 이현제 : 가
3:42PM, October 28, 2013, 이현제 : atoi 하면 자꾸 파일에 집어넣지도 않은 0이 읽혀서 ㅡㅡ
3:47PM, October 28, 2013, 이현제 : 그런데 이거
3:47PM, October 28, 2013, 이현제 : 첫번째에 n이 몇 개 들어올지 선언하잖아
3:48PM, October 28, 2013, 이현제 : 아 아니다
3:48PM, October 28, 2013, 동권 : 너 C는 나보다 훨씬 많이했잖아 ㅋㅋ
3:49PM, October 28, 2013, 이현제 : 오랜만에 하려니까 기분 묘함
3:50PM, October 28, 2013, 이현제 : if를 쓰는데 자꾸
3:50PM, October 28, 2013, 이현제 : (if
3:50PM, October 28, 2013, 이현제 : 이러고
3:50PM, October 28, 2013, 이현제 : 중괄호가 어색하고
3:50PM, October 28, 2013, 이현제 : 자꾸 return 쓰는 거 깜빡하고 그러네
3:50PM, October 28, 2013, 동권 : ㅋㅋㅋㅋㅋ
3:51PM, October 28, 2013, 동권 : 난 맨첨 배운 언어가 스킴이라
3:51PM, October 28, 2013, 동권 : 씨언어 걍 포기
3:51PM, October 28, 2013, 동권 : 마찬가지로 어셈블리는 더포기
3:51PM, October 28, 2013, 전민영 cls11이조 : 여러분 루비를  쓰세요
3:51PM, October 28, 2013, 동권 : 오켐엘쓰세여 ㅎㅎ
3:52PM, October 28, 2013, 이현제 : PHP 쓰세요 ㅎㅎ
3:52PM, October 28, 2013, 동권 : 그동안 배운 언어 다 하기싫어짐ㅋ
3:52PM, October 28, 2013, 전민영 cls11이조 : ㅋㅋㅋ그게머지
3:52PM, October 28, 2013, 이현제 : OCAML ㅋㅋㅋㅋㅋㅋㅋㅋ
3:52PM, October 28, 2013, 유경인 : 오캠엘짱ㅎㅎ
3:52PM, October 28, 2013, 동권 : 오켐엘이랑 하스켈이
3:52PM, October 28, 2013, 동권 : 신세계....
3:53PM, October 28, 2013, 유경인 : 디버깅만 좀 더 편햇으면 신세계죠
3:53PM, October 28, 2013, 이현제 : 디버깅 ㅋㅋㅋㅋ
3:53PM, October 28, 2013, 유경인 : 애초에 리눅스로디버깅할줗 잘 몰라서ㅋㅋ..
3:53PM, October 28, 2013, 동권 : 씨언어에 비하면....
3:53PM, October 28, 2013, 동권 : 후....
3:53PM, October 28, 2013, 동권 : 천사....
3:53PM, October 28, 2013, 동권 : 세그멘테이션 폴트 없는거만으로도 기쁘다 ㅋㅋ
3:53PM, October 28, 2013, 동권 : 에세이 과제에 씨언어에 대한 분노를 담아서 냈음ㅋㅋㅋ
3:53PM, October 28, 2013, 유경인 : ㅋㅋ디버깅은 개인적으로 java같은게 제일쉬운거같아요ㅋㅋ
3:54PM, October 28, 2013, 유경인 : 오캠엘은 애초에 버그가 잘 없고..
3:55PM, October 28, 2013, 유경인 : 그나저나 드랍사인받아야지
3:57PM, October 28, 2013, 이현제 : 자바랑 파이선이랑 루비 배우고 싶은데
3:57PM, October 28, 2013, 이현제 : 시간이 음슴
3:58PM, October 28, 2013, 이종혁 cls09이조 : 여러분 씨를 쓰세요
3:59PM, October 28, 2013, 이종혁 cls09이조 : 씨쁠쁠도 구리고 씨
4:00PM, October 28, 2013, 동권 : 이것이...
4:00PM, October 28, 2013, 이현제 : C++는 정말 노답....ㅋㅋ
4:00PM, October 28, 2013, 동권 : 고수의 포스...
4:06PM, October 28, 2013, 전민영 cls11이조 : 왠지 종혁이한테는 C언어가 우리가 보는 한글이랑 비슷해보일거같음
4:06PM, October 28, 2013, 전민영 cls11이조 : 루비같은건 초등학교교과서
4:07PM, October 28, 2013, 동권 : 흠....
4:08PM, October 28, 2013, 동권 : 씨언어.....ㅜㅜ
4:08PM, October 28, 2013, 조현익 : 내가 저런 사람과 같이 학부를 다니다보니
4:08PM, October 28, 2013, 조현익 : 도움도 못받고 과제는 족족 망하고
4:08PM, October 28, 2013, 조현익 : 서러워가지고ㅠ
4:08PM, October 28, 2013, 동권 : 종혁버스 부릉부릉 운행안했아요?ㅋㅋ
4:08PM, October 28, 2013, 전민영 cls11이조 : 도움 못받는 이유: 나를 이해 못해준다
4:08PM, October 28, 2013, 동권 : ㅋㅋㅋㅋㅋㅋ
4:08PM, October 28, 2013, 동권 : 아니 이걸 왜모르지?
4:09PM, October 28, 2013, 동권 : 그냥 대충 짜서 내면 만점인것을 ㅎㅎ
4:09PM, October 28, 2013, 전민영 cls11이조 : 당연하다고 생각하고 넘어간걸 모른다
4:09PM, October 28, 2013, 동권 : 이랬을듯
4:09PM, October 28, 2013, 조현익 : "왜모르지"도 아니고
4:09PM, October 28, 2013, 전민영 cls11이조 : 쉬운걸 오래걸린다
4:09PM, October 28, 2013, 전민영 cls11이조 : 안해도 되는걸 하고있다
4:09PM, October 28, 2013, 조현익 : 아 그냥 설곽 정올하던 사람들이랑 해야징
4:09PM, October 28, 2013, 전민영 cls11이조 : 현익이불쌍하당
4:10PM, October 28, 2013, 호정 : 0이왜들어가지?
4:11PM, October 28, 2013, 이종혁 cls09이조 : ? 버스를 태워주다니
4:11PM, October 28, 2013, 이종혁 cls09이조 : 혼자사는거임 세상은
4:12PM, October 28, 2013, 노승은 : 에이 그래도 결혼은 해야지
4:12PM, October 28, 2013, 이종혁 cls09이조 : ㅋㅋㅋㅋㅋㅋㅋ
4:30PM, October 28, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
10:58PM, October 28, 2013, 이현제 : 하
10:58PM, October 28, 2013, 이현제 : 컴구 숙제 c로 다 짰는데
10:58PM, October 28, 2013, 이현제 : gcc 어셈블러 돌리니까
10:58PM, October 28, 2013, 이현제 : 300줄이 조금 넘는구나
10:59PM, October 28, 2013, 이현제 : 이걸 언제 주석 달고 보고서 쓰지 ㅠ
10:59PM, October 28, 2013, 동권 : 난 아직 씨도...
11:00PM, October 28, 2013, 이현제 : 유명한 문제라 금방 짜
11:00PM, October 28, 2013, 이현제 : 나 같은 경우는 하나 찾은 다음에
11:00PM, October 28, 2013, 이현제 : 그거 요구사항대로 바꾸고
11:00PM, October 28, 2013, 이현제 : 솔루션 개수 나오는 거 추가하고
11:00PM, October 28, 2013, 이현제 : file io 추가했음
11:02PM, October 28, 2013, 동권 : ㅋㅋㅋ 아마 내가 찾은거랑 같은거일듯
11:02PM, October 28, 2013, 동권 : 난 이제 프언 방금 냄...
11:03PM, October 28, 2013, 동권 : 그것도 불완전하게...
11:03PM, October 28, 2013, 이현제 : http://sakuragis.egloos.com/3468837
11:03PM, October 28, 2013, 이현제 : 이거 아님?
11:04PM, October 28, 2013, 이현제 : 난 저기다가 call by reference로 솔루션 개수 세는 거 추가하고
11:04PM, October 28, 2013, 이현제 : 출력 형식 파일로 다 바꾸고
11:04PM, October 28, 2013, 이현제 : 파일 io 추가했음
11:06PM, October 28, 2013, 동권 : 비슷ㅋㅋ
11:12PM, October 28, 2013, 이현제 : 그리고 프원 챌린지의 핵심은 계산 자체가 문제가 아니라 리컬젼할 때 정직하게 n번 연산시키지 않는 거더라...

12:03AM, October 29, 2013
12:03AM, October 29, 2013, 김성학 : 옼 그건 어디서 들으셨나여
12:18AM, October 29, 2013, 이현제 : 컴공 12 방에서 주워먹음
12:18AM, October 29, 2013, 이현제 : 즉
12:18AM, October 29, 2013, 이현제 : 실수의 거듭제곱을 예로 들면
12:19AM, October 29, 2013, 이현제 : a^n을 계산할 때
12:19AM, October 29, 2013, 이현제 : 진짜 a를 n번 곱하는 게 아니라
12:19AM, October 29, 2013, 이현제 : n이 짝수면
12:19AM, October 29, 2013, 이현제 : a^(n/2)을 구해서
12:19AM, October 29, 2013, 이현제 : 제곱하면 훨씬 빠르잖아
12:20AM, October 29, 2013, 이현제 : 재귀 돌리는 횟수가 획기적으로 줄지...
12:22AM, October 29, 2013, 이현제 : 정직하게 돌렸더니 뻗던 게 계산 방식은 그대로 두고 최종 재귀만 저렇게 바꾸니까 바로 나옴...
12:24AM, October 29, 2013, 김성학 : 아 핵심이라는게 교수님이 의도하신 바를 말하는 건가가 궁금해서요 ㅋㅋㅋ
12:28AM, October 29, 2013, 호정 : 오
12:28AM, October 29, 2013, 호정 : 그렇네
12:34AM, October 29, 2013, 이현제 : 그건 잘 모르겠음

9:11PM, October 30, 2013
9:11PM, October 30, 2013, 이현제 : 13학번에 산속을 오신다는 분들이 꽤 많네요
9:11PM, October 30, 2013, 이현제 : 우리 전공 말고 다른 전공으로도...
9:27PM, October 30, 2013, 김성학 : 컴공은 누구 있는지 아시나요?
9:27PM, October 30, 2013, 김성학 : (놀람)
9:32PM, October 30, 2013, 이현제 : 그건 잘 모르겠고
9:32PM, October 30, 2013, 이현제 : 이번 전공선택 결과가 기대됨
9:32PM, October 30, 2013, 이현제 : 은 아직 나 제2전공 신청서 못 쓰고 있음...
9:37PM, October 30, 2013, 이현제 : 종석아 중간보고서 잘 돼가냐

9:16AM, November 1, 2013
9:16AM, November 1, 2013, 오성민 : 씨샵 책좀 추천해줘여
10:39AM, November 1, 2013, 이현제 : <Photo>
10:39AM, November 1, 2013, 이현제 : 우리들의 할로윈.jpeg
10:47AM, November 1, 2013, 이소명 : ㅋㅋㅋㅋㅋㅋㅋ
10:51AM, November 1, 2013, 손성호 cls 91년 : 전기과인감
10:51AM, November 1, 2013, 손성호 cls 91년 : 성민형님은 씨샵 무슨 일로 필요하신가요
10:52AM, November 1, 2013, 손성호 cls 91년 : 저도 전혀 몰라서 추천해드릴 수는 없사오나..
10:53AM, November 1, 2013, 오성민 : 키넥트로 뭐 만들어야하는데
10:53AM, November 1, 2013, 오성민 : 키넥트 sdk가 뭐 씨샵 어쩌고 하는 얘길 들어서
